,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
118,2024-12-14,Mainz,Bayern,2.0,1.0,H,1.0,0.0,H,23.0,41.0,18.0,10.0,14.0,17.0,9.0,4.0,19,33,L,W,W,D,W,W,W,W,D,W,14
119,2024-12-14,M'gladbach,Holstein Kiel,4.0,1.0,H,3.0,1.0,H,19.0,13.0,18.0,33.0,7.0,4.0,7.0,20.0,18,5,D,L,L,L,W,L,D,L,W,W,14
120,2024-12-14,Union Berlin,Bochum,0.0,2.0,A,0.7601351351351351,0.7094594594594594,A,12.0,10.0,14.0,34.0,8.0,6.0,4.0,13.0,16,2,L,L,L,L,L,L,D,D,L,L,14
121,2024-12-14,Augsburg,Leverkusen,0.0,2.0,A,0.0,2.0,A,16.0,30.0,25.0,20.0,7.0,19.0,11.0,11.0,16,26,D,W,W,W,L,W,D,D,D,D,14
122,2024-12-14,St. Pauli,Bremen,0.0,2.0,A,0.0,1.0,A,11.0,20.0,17.0,24.0,4.0,8.0,9.0,15.0,11,19,L,W,W,D,L,L,L,W,W,L,14
123,2024-12-15,Heidenheim,Stuttgart,1.0,3.0,A,1.0,2.0,A,17.0,26.0,28.0,23.0,7.0,9.0,11.0,8.0,10,20,L,W,L,D,L,W,L,L,L,D,14
124,2024-12-15,Dortmund,Hoffenheim,1.0,1.0,D,0.0,0.0,D,24.0,18.0,20.0,25.0,11.0,9.0,11.0,14.0,21,13,D,D,D,L,W,W,L,D,W,L,14
125,2024-12-15,RB Leipzig,Frankfurt,2.0,1.0,H,1.0,1.0,D,21.0,33.0,14.0,18.0,9.0,16.0,8.0,5.0,24,27,W,D,L,W,L,W,D,W,L,W,14
126,2024-12-20,Bayern,RB Leipzig,5.0,1.0,H,3.0,1.0,H,42.0,23.0,12.0,15.0,17.0,10.0,5.0,9.0,33,27,L,W,W,W,D,L,W,L,W,D,15
127,2024-12-21,Stuttgart,St. Pauli,0.0,1.0,A,0.0,1.0,A,29.0,11.0,24.0,19.0,11.0,4.0,9.0,10.0,23,11,W,L,W,L,D,W,W,L,L,L,15
128,2024-12-21,Frankfurt,Mainz,1.0,3.0,A,0.0,2.0,A,34.0,25.0,20.0,19.0,17.0,15.0,6.0,9.0,27,22,L,W,D,L,W,W,W,W,W,W,15
129,2024-12-21,Hoffenheim,M'gladbach,1.0,2.0,A,0.0,1.0,A,19.0,23.0,26.0,19.0,9.0,10.0,14.0,8.0,14,21,D,W,D,D,L,L,W,W,D,D,15
130,2024-12-21,Bremen,Union Berlin,4.0,1.0,H,3.0,1.0,H,22.0,12.0,24.0,16.0,9.0,12.053571428571429,15.0,11.739285714285714,22,16,W,L,W,L,D,L,L,L,W,D,15
